City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
219,Muzhi,RU,2021-06-06 04:52:41,65.3667,64.6667,47.75,41,36,20.09
220,Lago Da Pedra,BR,2021-06-06 04:52:42,-4.3333,-45.1667,71.2,87,3,0.92
221,Tessalit,ML,2021-06-06 04:52:42,20.1986,1.0114,90.79,11,7,11.86
222,Buala,SB,2021-06-06 04:52:42,-8.145,159.5921,84.6,70,35,8.25
223,Ponta Delgada,PT,2021-06-06 04:52:42,37.7333,-25.6667,57.92,88,20,2.3
224,Lagoa,PT,2021-06-06 04:52:43,39.05,-27.9833,62.92,89,99,10.16
225,Andenes,NO,2021-06-06 04:52:43,69.3143,16.1194,51.08,87,90,10.36
226,Zhigansk,RU,2021-06-06 04:52:43,66.7697,123.3711,56.26,30,61,7.85
227,Fort Nelson,CA,2021-06-06 04:52:44,58.8053,-122.7002,53.19,82,75,4.61
228,Coihaique,CL,2021-06-06 04:52:44,-45.5752,-72.0662,39.15,75,75,5.75
229,Batemans Bay,AU,2021-06-06 04:52:44,-35.7167,150.1833,66.2,47,5,6.33
230,Jiuquan,CN,2021-06-06 04:52:45,39.7432,98.5174,86.34,15,47,19.64
231,Eskilstuna,SE,2021-06-06 04:52:45,59.3666,16.5077,63.86,66,84,1.99
232,Chuy,UY,2021-06-06 04:52:45,-33.6971,-53.4616,50.56,90,100,7.76
233,Labuan,MY,2021-06-06 04:52:46,5.2767,115.2417,86.16,94,40,3.0
234,Nkongsamba,CM,2021-06-06 04:52:46,4.9547,9.9404,65.5,98,100,2.57
235,Vardo,NO,2021-06-06 04:52:46,70.3705,31.1107,42.57,69,26,16.42
236,Nalut,LY,2021-06-06 04:52:47,30.3333,10.85,76.51,21,96,18.99
237,Broome,US,2021-06-06 04:52:47,42.2506,-75.833,70.0,77,77,3.38
238,Annau,TM,2021-06-06 04:52:47,37.8876,58.516,80.1,41,0,10.27
239,Along,IN,2021-06-06 04:52:48,28.1667,94.7667,82.15,67,97,2.24
240,Takhtamygda,RU,2021-06-06 04:52:48,54.1,123.5667,81.39,24,7,8.5
241,Kruisfontein,ZA,2021-06-06 04:52:48,-34.0033,24.7314,51.48,26,0,10.07
242,Beloha,MG,2021-06-06 04:52:49,-25.1667,45.05,62.15,72,1,5.01
243,Chapada Dos Guimaraes,BR,2021-06-06 04:50:14,-15.4606,-55.7497,67.66,49,100,4.85
244,Grand-Lahou,CI,2021-06-06 04:52:49,5.1367,-5.0242,77.94,88,74,4.45
245,Vestmanna,FO,2021-06-06 04:52:49,62.1564,-7.1664,47.32,100,90,9.93
246,La Union,PE,2021-06-06 04:52:50,-5.4,-80.75,68.74,73,98,10.09
247,Ukiah,US,2021-06-06 04:52:50,39.1502,-123.2078,62.37,68,81,4.81
248,Ilulissat,GL,2021-06-06 04:52:50,69.2167,-51.1,34.11,93,25,10.11
249,Goundi,TD,2021-06-06 04:52:51,9.3627,17.366,75.15,73,100,7.25
250,Saint-Pierre,RE,2021-06-06 04:52:51,-21.3393,55.4781,76.57,83,75,6.91
251,Irbit,RU,2021-06-06 04:52:51,57.6705,63.071,72.82,39,2,6.82
252,Severo-Kurilsk,RU,2021-06-06 04:52:52,50.6789,156.125,47.19,89,75,9.46
253,Asau,RO,2021-06-06 04:52:52,46.4333,26.4,58.75,91,56,2.35
254,San Cristobal,VE,2021-06-06 04:52:52,7.7669,-72.225,66.42,99,100,2.77
255,Santa Catalina,PH,2021-06-06 04:52:53,9.3337,122.8637,87.78,79,100,9.08
256,Shache,CN,2021-06-06 04:52:53,38.4167,77.2406,91.98,12,0,4.36
257,Ewing,US,2021-06-06 04:52:53,40.2698,-74.7999,80.31,72,1,0.0
258,Khatanga,RU,2021-06-06 04:52:53,71.9667,102.5,37.96,69,100,11.34
259,Manavalakurichi,IN,2021-06-06 04:52:54,8.1333,77.3,86.09,70,88,12.64
260,Kletskaya,RU,2021-06-06 04:52:54,49.3145,43.0584,62.51,77,97,8.9
261,Quelimane,MZ,2021-06-06 04:52:55,-17.8786,36.8883,63.99,92,67,4.79
262,Antalaha,MG,2021-06-06 04:52:55,-14.9003,50.2788,74.77,84,99,5.19
263,Sao Joao Da Barra,BR,2021-06-06 04:52:55,-21.6403,-41.0511,71.53,89,0,9.01
264,Santa Isabel Do Rio Negro,BR,2021-06-06 04:52:56,-0.4139,-65.0192,72.59,99,84,2.86
265,Tucupita,VE,2021-06-06 04:52:56,9.0622,-62.051,72.54,99,100,3.33
266,Touros,BR,2021-06-06 04:52:56,-5.1989,-35.4608,74.3,90,57,11.27
267,Hede,CN,2021-06-06 04:52:56,33.7681,120.2517,97.39,22,0,10.36
